"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/10 9:05:37 PM AST","First","Domestic","Honours Bachelor of Science","Female","Yes","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Mental health as a result of COVID-19 (stress, etc.)","1","1","1","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:07:57 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","2","3","4","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:09:55 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","4","3","3","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 9:13:37 PM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","3","4","2","1","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Attend"
"2021/02/10 9:15:44 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","A combination of online and in person courses","15-30 min","Strongly Disagree","Disagree","Strongly Disagree","General sickness (headaches, cold, fever, etc.)","To Study (Prepare for a Test or Assignment);Poor sleep habits;General sickness (headaches, cold, fever, etc.)","2","3","1","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:16:01 PM AST","Fourth","International","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Poor sleep habits","3","4","2","1","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:16:49 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Male","Yes","3.0 - 3.49","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","2","4","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:18:17 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","1","4","1","1","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/10 9:18:21 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","2","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 9:18:49 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment)","2","2","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:20:18 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","3","2","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:20:58 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Work;Technical issues (connection, equipment, etc.);But generally I am able to consistently attend the vast majority of classes","4","1","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:22:07 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","3","1","1","Never","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 9:23:29 PM AST","First","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment)","3","1","3","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/10 9:23:37 PM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","1","2","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:24:36 PM AST","Third","International","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Work;General sickness (headaches, cold, fever, etc.)","3","4","4","4","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 9:25:10 PM AST","First","Domestic","Honours Bachelor of Science","Female","Yes","Prefer not to answer","Only online courses","","","","","","To Work;Poor sleep habits;Technical issues (connection, equipment, etc.)","1","3","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:25:52 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:26:08 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","2","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:27:37 PM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method","2","3","1","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","No","Attend"
"2021/02/10 9:27:41 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","3","1","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:27:52 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method","3","3","3","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:33:23 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment)","1","2","2","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 9:33:55 PM AST","Second","International","Bachelor of Commerce","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Easy to use external resources if needed (Internet, friends, etc.)","3","3","2","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Skip"
"2021/02/10 9:36:28 PM AST","Fourth","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Poor interaction between class and prof.","2","4","1","4","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 9:38:59 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","2","1","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:39:46 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","2","2","3","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","No","No","Attend"
"2021/02/10 9:40:09 PM AST","Third","International","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Poor sleep habits","1","2","4","1","N/A (all classes are asynchronous)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:41:58 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","A combination of online and in person courses","< 15 min","Strongly Agree","Agree","Strongly Agree","I don't skip in-person classes","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","4","2","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:42:34 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","3","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:43:51 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Female","Yes","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","3","2","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:44:59 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","1.5 - 1.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method","3","3","1","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:47:41 PM AST","Second","International","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","3","2","1","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Skip"
"2021/02/10 9:48:48 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","4","1","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 9:50:13 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);Having other obligations that conflict with lecture time","1","3","2","4","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 9:51:08 PM AST","Fourth","Domestic","Honours Bachelor of Science","Other","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","2","3","2","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 9:52:12 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method","4","3","2","1","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:52:47 PM AST","First","Domestic","Honours Bachelor of Arts","Male","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","1","2","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:53:52 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Poor sleep habits;If prof only releases course notes after the lecture, I prefer to watch the recording and take notes along than attending and later put notes together. Saves my time.","1","3","1","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/10 9:53:54 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Female","Yes","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","3","2","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:54:56 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","4","4","2","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:56:27 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Easy to use external resources if needed (Internet, friends, etc.)","1","3","2","4","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:59:18 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Easy to use external resources if needed (Internet, friends, etc.)","3","1","2","4","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
